DepthSearchAgent,429,1671,574.1057395935059
DepthSearchAgent,141,1879,529.4904708862305
DepthSearchAgent,621,1509,509.54318046569824
DepthSearchAgent,483,1647,548.9168167114258
DepthSearchAgent,293,1767,587.2688293457031
DepthSearchAgent,823,1287,412.0163917541504
DepthSearchAgent,376,1724,574.1274356842041
DepthSearchAgent,888,1262,543.7650680541992
DepthSearchAgent,428,1662,437.4582767486572
DepthSearchAgent,1216,1014,467.7412509918213
DepthSearchAgent,673,1467,509.8996162414551
DepthSearchAgent,683,1477,488.89994621276855
DepthSearchAgent,173,1937,560.8000755310059
DepthSearchAgent,748,1372,448.5030174255371
DepthSearchAgent,857,1313,499.2825984954834
DepthSearchAgent,678,1502,477.99015045166016
DepthSearchAgent,272,1878,550.6124496459961
DepthSearchAgent,188,1932,536.6339683532715
DepthSearchAgent,61,1999,583.0450057983398
DepthSearchAgent,515,1535,486.5093231201172
DepthSearchAgent,-123,2203,659.9030494689941
DepthSearchAgent,374,1716,540.7669544219971
DepthSearchAgent,193,1917,548.0313301086426
DepthSearchAgent,431,1659,450.01745223999023
DepthSearchAgent,597,1503,501.36876106262207
DepthSearchAgent,434,1676,499.591588973999
DepthSearchAgent,591,1489,493.3781623840332
DepthSearchAgent,494,1566,461.7595672607422
DepthSearchAgent,729,1431,595.3052043914795
DepthSearchAgent,492,1618,597.9053974151611
DepthSearchAgent,590,1510,489.7196292877197
DepthSearchAgent,610,1420,489.43090438842773
DepthSearchAgent,760,1360,477.6740074157715
DepthSearchAgent,37,2083,628.5598278045654
DepthSearchAgent,981,1079,388.57150077819824
DepthSearchAgent,1012,1138,367.664098739624
DepthSearchAgent,631,1469,411.7860794067383
DepthSearchAgent,433,1627,527.07839012146
DepthSearchAgent,373,1707,554.2035102844238
DepthSearchAgent,123,1947,564.5501613616943
DepthSearchAgent,504,1606,423.3846664428711
DepthSearchAgent,701,1429,567.7897930145264
DepthSearchAgent,91,2019,642.6553726196289
DepthSearchAgent,688,1372,403.9170742034912
DepthSearchAgent,734,1416,509.7460746765137
DepthSearchAgent,-364,2454,646.9459533691406
DepthSearchAgent,710,1410,409.6231460571289
DepthSearchAgent,558,1552,485.6584072113037
DepthSearchAgent,483,1617,483.4940433502197
DepthSearchAgent,579,1561,448.73762130737305
DepthSearchAgent,860,1280,454.9736976623535
DepthSearchAgent,255,1835,530.5290222167969
DepthSearchAgent,534,1556,530.0207138061523
DepthSearchAgent,744,1376,366.09768867492676
DepthSearchAgent,251,1879,493.8971996307373
DepthSearchAgent,351,1749,488.785982131958
DepthSearchAgent,-397,2467,610.3973388671875
DepthSearchAgent,647,1453,509.24110412597656
DepthSearchAgent,677,1433,508.18324089050293
DepthSearchAgent,568,1502,501.0192394256592
DepthSearchAgent,403,1647,523.8544940948486
DepthSearchAgent,748,1322,460.18266677856445
DepthSearchAgent,573,1547,565.0069713592529
DepthSearchAgent,509,1571,492.0053482055664
DepthSearchAgent,-32,2112,680.7844638824463
DepthSearchAgent,150,1930,562.9422664642334
DepthSearchAgent,571,1519,597.9743003845215
DepthSearchAgent,686,1474,455.84630966186523
DepthSearchAgent,547,1513,459.3374729156494
DepthSearchAgent,460,1630,568.401575088501
DepthSearchAgent,561,1459,457.64946937561035
DepthSearchAgent,231,1899,557.6648712158203
DepthSearchAgent,305,1805,503.24511528015137
DepthSearchAgent,-189,2249,598.3495712280273
DepthSearchAgent,693,1387,422.8034019470215
DepthSearchAgent,629,1531,551.1553287506104
DepthSearchAgent,363,1717,639.2595767974854
DepthSearchAgent,-645,2715,600.7654666900635
DepthSearchAgent,584,1566,603.701114654541
DepthSearchAgent,741,1359,485.84651947021484
DepthSearchAgent,-167,2247,539.5317077636719
DepthSearchAgent,805,1405,555.21559715271
DepthSearchAgent,465,1615,472.03874588012695
DepthSearchAgent,723,1377,443.9053535461426
DepthSearchAgent,746,1314,510.2682113647461
DepthSearchAgent,431,1679,517.4038410186768
DepthSearchAgent,161,1899,511.9478702545166
DepthSearchAgent,-336,2366,493.2363033294678
DepthSearchAgent,589,1511,526.2370109558105
DepthSearchAgent,563,1577,590.4343128204346
DepthSearchAgent,549,1591,519.3603038787842
DepthSearchAgent,-117,2217,655.7502746582031
DepthSearchAgent,117,1933,561.607837677002
DepthSearchAgent,200,1850,561.6998672485352
DepthSearchAgent,337,1763,515.916109085083
DepthSearchAgent,547,1613,562.9463195800781
DepthSearchAgent,917,1193,459.96713638305664
DepthSearchAgent,521,1599,518.5849666595459
DepthSearchAgent,506,1534,436.83862686157227
DepthSearchAgent,108,1932,547.4019050598145
DepthSearchAgent,429,1671,560.83083152771
DepthSearchAgent,141,1879,550.178050994873
DepthSearchAgent,621,1509,516.6008472442627
DepthSearchAgent,483,1647,560.504674911499
DepthSearchAgent,293,1767,556.3716888427734
DepthSearchAgent,823,1287,408.59484672546387
DepthSearchAgent,376,1724,551.4202117919922
DepthSearchAgent,888,1262,499.4509220123291
DepthSearchAgent,428,1662,429.37541007995605
DepthSearchAgent,1216,1014,447.2684860229492
DepthSearchAgent,673,1467,554.6526908874512
DepthSearchAgent,683,1477,483.95848274230957
DepthSearchAgent,173,1937,508.9542865753174
DepthSearchAgent,748,1372,486.6766929626465
DepthSearchAgent,857,1313,510.70594787597656
DepthSearchAgent,678,1502,482.85484313964844
DepthSearchAgent,272,1878,540.4698848724365
DepthSearchAgent,188,1932,546.5941429138184
DepthSearchAgent,61,1999,612.7767562866211
DepthSearchAgent,515,1535,520.3845500946045
DepthSearchAgent,-123,2203,738.1422519683838
DepthSearchAgent,374,1716,572.5846290588379
DepthSearchAgent,193,1917,617.060661315918
DepthSearchAgent,431,1659,547.6412773132324
DepthSearchAgent,597,1503,530.2441120147705
DepthSearchAgent,434,1676,526.8750190734863
DepthSearchAgent,591,1489,570.7988739013672
DepthSearchAgent,494,1566,536.104679107666
DepthSearchAgent,729,1431,713.430643081665
DepthSearchAgent,492,1618,596.5595245361328
DepthSearchAgent,590,1510,512.4101638793945
DepthSearchAgent,610,1420,517.3108577728271
DepthSearchAgent,760,1360,499.24778938293457
DepthSearchAgent,37,2083,702.6584148406982
DepthSearchAgent,981,1079,453.00889015197754
DepthSearchAgent,1012,1138,367.7692413330078
DepthSearchAgent,631,1469,419.3611145019531
DepthSearchAgent,433,1627,531.5790176391602
DepthSearchAgent,373,1707,513.0352973937988
DepthSearchAgent,123,1947,564.6755695343018
DepthSearchAgent,504,1606,412.0454788208008
DepthSearchAgent,701,1429,661.2575054168701
DepthSearchAgent,91,2019,652.9021263122559
DepthSearchAgent,688,1372,449.3117332458496
DepthSearchAgent,734,1416,526.3302326202393
DepthSearchAgent,-364,2454,648.6811637878418
DepthSearchAgent,710,1410,412.2304916381836
DepthSearchAgent,558,1552,495.6774711608887
DepthSearchAgent,483,1617,495.8624839782715
DepthSearchAgent,579,1561,499.29118156433105
DepthSearchAgent,860,1280,464.86425399780273
DepthSearchAgent,255,1835,581.0873508453369
DepthSearchAgent,534,1556,552.9685020446777
DepthSearchAgent,744,1376,374.85575675964355
DepthSearchAgent,251,1879,509.48333740234375
DepthSearchAgent,351,1749,501.2238025665283
DepthSearchAgent,-397,2467,727.3759841918945
DepthSearchAgent,647,1453,549.5162010192871
DepthSearchAgent,677,1433,518.1388854980469
DepthSearchAgent,568,1502,611.9544506072998
DepthSearchAgent,403,1647,587.4207019805908
DepthSearchAgent,748,1322,485.7621192932129
DepthSearchAgent,573,1547,628.4384727478027
DepthSearchAgent,509,1571,568.7704086303711
DepthSearchAgent,-32,2112,721.1756706237793
DepthSearchAgent,150,1930,572.8583335876465
DepthSearchAgent,571,1519,665.1067733764648
DepthSearchAgent,686,1474,478.3768653869629
DepthSearchAgent,547,1513,512.169599533081
DepthSearchAgent,460,1630,599.2858409881592
DepthSearchAgent,561,1459,482.73468017578125
DepthSearchAgent,231,1899,570.9283351898193
DepthSearchAgent,305,1805,526.4317989349365
DepthSearchAgent,-189,2249,628.2494068145752
DepthSearchAgent,693,1387,429.4588565826416
DepthSearchAgent,629,1531,544.4107055664062
DepthSearchAgent,363,1717,641.4163112640381
DepthSearchAgent,-645,2715,623.2860088348389
DepthSearchAgent,584,1566,619.3523406982422
DepthSearchAgent,741,1359,492.0847415924072
DepthSearchAgent,-167,2247,561.4862442016602
DepthSearchAgent,805,1405,564.3260478973389
DepthSearchAgent,465,1615,470.3512191772461
DepthSearchAgent,723,1377,455.43384552001953
DepthSearchAgent,746,1314,514.777660369873
DepthSearchAgent,431,1679,520.2572345733643
DepthSearchAgent,161,1899,512.9785537719727
DepthSearchAgent,-336,2366,459.75208282470703
DepthSearchAgent,589,1511,495.96691131591797
DepthSearchAgent,563,1577,567.119836807251
DepthSearchAgent,549,1591,513.4661197662354
DepthSearchAgent,-117,2217,665.6522750854492
DepthSearchAgent,117,1933,573.2593536376953
DepthSearchAgent,200,1850,576.3740539550781
DepthSearchAgent,337,1763,528.287410736084
DepthSearchAgent,547,1613,571.8955993652344
DepthSearchAgent,917,1193,467.6666259765625
DepthSearchAgent,521,1599,507.65466690063477
DepthSearchAgent,506,1534,428.0104637145996
DepthSearchAgent,108,1932,545.9551811218262
