GreedyAgent,633,1467,255.1882266998291
GreedyAgent,-51,2071,266.7992115020752
GreedyAgent,1504,626,112.36739158630371
GreedyAgent,588,1542,223.43850135803223
GreedyAgent,1059,1001,153.8534164428711
GreedyAgent,901,1209,184.83710289001465
GreedyAgent,540,1560,210.6945514678955
GreedyAgent,1272,878,139.73021507263184
GreedyAgent,1195,895,140.4550075531006
GreedyAgent,1504,726,123.4583854675293
GreedyAgent,-305,2445,312.0763301849365
GreedyAgent,548,1612,230.35144805908203
GreedyAgent,993,1117,165.75026512145996
GreedyAgent,1540,580,109.87138748168945
GreedyAgent,1525,645,119.58146095275879
GreedyAgent,1386,794,136.3372802734375
GreedyAgent,1203,947,152.21238136291504
GreedyAgent,1310,810,136.47890090942383
GreedyAgent,763,1297,183.9585304260254
GreedyAgent,936,1114,164.6726131439209
GreedyAgent,1019,1061,159.20543670654297
GreedyAgent,979,1111,164.54005241394043
GreedyAgent,0,2110,290.21382331848145
GreedyAgent,1424,666,115.35334587097168
GreedyAgent,1518,582,105.85427284240723
GreedyAgent,1522,588,105.77821731567383
GreedyAgent,1386,694,117.54846572875977
GreedyAgent,1619,441,90.34204483032227
GreedyAgent,1559,601,110.30149459838867
GreedyAgent,876,1234,180.47761917114258
GreedyAgent,1189,911,141.54362678527832
GreedyAgent,1038,992,143.62835884094238
GreedyAgent,1597,523,104.08878326416016
GreedyAgent,1131,989,150.76875686645508
GreedyAgent,811,1249,177.31189727783203
GreedyAgent,1741,409,87.54324913024902
GreedyAgent,642,1458,205.78861236572266
GreedyAgent,1357,703,115.81707000732422
GreedyAgent,1173,907,139.63556289672852
GreedyAgent,1767,303,75.51407814025879
GreedyAgent,1141,969,152.06193923950195
GreedyAgent,848,1282,190.9933090209961
GreedyAgent,-399,2509,319.5614814758301
GreedyAgent,1129,931,143.41497421264648
GreedyAgent,282,1868,253.48258018493652
GreedyAgent,1418,672,116.47486686706543
GreedyAgent,-477,2597,336.00664138793945
GreedyAgent,1544,566,146.3932991027832
GreedyAgent,-1232,3332,414.5932197570801
GreedyAgent,1700,440,91.37582778930664
GreedyAgent,543,1597,217.55599975585938
GreedyAgent,908,1182,175.40621757507324
GreedyAgent,1105,985,148.3321189880371
GreedyAgent,829,1291,184.3245029449463
GreedyAgent,436,1694,229.35128211975098
GreedyAgent,1122,978,151.37743949890137
GreedyAgent,315,1755,233.52742195129395
GreedyAgent,1516,584,109.13872718811035
GreedyAgent,-1065,3175,397.04275131225586
GreedyAgent,1525,545,109.39860343933105
GreedyAgent,1387,663,113.76953125
GreedyAgent,1280,790,130.83148002624512
GreedyAgent,1369,751,125.8845329284668
GreedyAgent,305,1775,238.4500503540039
GreedyAgent,1328,752,128.44419479370117
GreedyAgent,1260,820,134.5078945159912
GreedyAgent,805,1285,185.6248378753662
GreedyAgent,337,1823,249.51744079589844
GreedyAgent,941,1119,162.4765396118164
GreedyAgent,230,1860,246.29664421081543
GreedyAgent,531,1489,204.12468910217285
GreedyAgent,1033,1097,164.80374336242676
GreedyAgent,1171,939,145.4639434814453
GreedyAgent,1513,547,98.71482849121094
GreedyAgent,445,1635,220.0772762298584
GreedyAgent,1397,763,128.9348602294922
GreedyAgent,1162,918,145.02620697021484
GreedyAgent,1260,810,132.07578659057617
GreedyAgent,833,1317,190.39082527160645
GreedyAgent,1128,972,148.31089973449707
GreedyAgent,-832,2912,358.1430912017822
GreedyAgent,1087,1123,170.1827049255371
GreedyAgent,1739,341,78.2310962677002
GreedyAgent,-798,2898,369.88043785095215
GreedyAgent,399,1661,238.3732795715332
GreedyAgent,-3103,5213,633.1348419189453
GreedyAgent,1497,563,102.44631767272949
GreedyAgent,-682,2712,336.9274139404297
GreedyAgent,1644,456,92.38600730895996
GreedyAgent,1426,714,120.63717842102051
GreedyAgent,1042,1098,162.1842384338379
GreedyAgent,939,1161,170.5610752105713
GreedyAgent,129,1921,251.20067596435547
GreedyAgent,1041,1009,151.31735801696777
GreedyAgent,1509,591,105.50117492675781
GreedyAgent,817,1343,192.9006576538086
GreedyAgent,1562,548,105.08108139038086
GreedyAgent,770,1350,193.18342208862305
GreedyAgent,769,1271,178.74622344970703
GreedyAgent,687,1353,187.3636245727539
GreedyAgent,185,1915,294.5833206176758
GreedyAgent,523,1497,210.4489803314209
GreedyAgent,1217,913,147.98212051391602
GreedyAgent,1407,723,124.21512603759766
GreedyAgent,852,1208,175.60410499572754
GreedyAgent,1182,928,158.172607421875
GreedyAgent,-290,2390,310.9147548675537
GreedyAgent,-2411,4561,562.4880790710449
GreedyAgent,617,1473,214.04004096984863
GreedyAgent,1523,707,123.35062026977539
GreedyAgent,1416,724,124.65023994445801
GreedyAgent,1241,919,145.1263427734375
GreedyAgent,1436,674,119.06003952026367
GreedyAgent,1264,856,142.3337459564209
GreedyAgent,1306,864,144.17099952697754
GreedyAgent,408,1772,248.22235107421875
GreedyAgent,863,1287,219.42901611328125
GreedyAgent,795,1325,191.52593612670898
GreedyAgent,649,1411,198.59814643859863
GreedyAgent,884,1166,167.80996322631836
GreedyAgent,1023,1057,224.7607707977295
GreedyAgent,-334,2424,315.97137451171875
GreedyAgent,42,2068,283.250093460083
GreedyAgent,1057,1033,160.4905128479004
GreedyAgent,497,1603,221.6658592224121
GreedyAgent,1364,746,129.31036949157715
GreedyAgent,-150,2230,291.7046546936035
GreedyAgent,959,1101,165.50374031066895
GreedyAgent,864,1296,194.92363929748535
GreedyAgent,1499,611,118.46590042114258
GreedyAgent,-1651,3751,456.0410976409912
GreedyAgent,-531,2561,337.277889251709
GreedyAgent,771,1349,202.82602310180664
GreedyAgent,739,1381,266.7510509490967
GreedyAgent,-12,2072,274.77145195007324
GreedyAgent,-1,2151,294.70086097717285
GreedyAgent,-685,2785,358.02507400512695
GreedyAgent,874,1186,173.15149307250977
GreedyAgent,946,1134,169.49152946472168
GreedyAgent,1578,492,94.94519233703613
GreedyAgent,502,1608,255.32007217407227
GreedyAgent,955,1175,175.5666732788086
GreedyAgent,-33,2143,297.7588176727295
GreedyAgent,1274,786,130.08785247802734
GreedyAgent,906,1244,228.04808616638184
GreedyAgent,1314,776,125.19121170043945
GreedyAgent,1099,1021,152.82535552978516
GreedyAgent,1213,897,140.70582389831543
GreedyAgent,757,1343,189.25786018371582
GreedyAgent,1545,595,153.97119522094727
GreedyAgent,861,1279,185.90402603149414
GreedyAgent,620,1470,203.88007164001465
GreedyAgent,1014,1076,163.2387638092041
GreedyAgent,514,1606,222.52321243286133
GreedyAgent,1422,708,118.96705627441406
GreedyAgent,1782,318,78.0026912689209
GreedyAgent,-20,2090,280.78150749206543
GreedyAgent,1001,1099,160.34674644470215
GreedyAgent,-1147,3257,498.8274574279785
GreedyAgent,-1482,3552,447.8762149810791
GreedyAgent,1117,933,147.41826057434082
GreedyAgent,13,2057,271.5587615966797
GreedyAgent,1010,1110,190.21344184875488
GreedyAgent,1418,662,152.74357795715332
GreedyAgent,692,1388,274.07097816467285
GreedyAgent,1379,701,271.05212211608887
GreedyAgent,1398,692,158.86259078979492
GreedyAgent,-138,2298,375.2150535583496
GreedyAgent,451,1609,227.77271270751953
GreedyAgent,1289,801,138.61870765686035
GreedyAgent,1195,825,143.7227725982666
GreedyAgent,1491,639,114.0904426574707
GreedyAgent,1382,728,183.66575241088867
GreedyAgent,419,1641,240.6938076019287
GreedyAgent,9,2071,302.0617961883545
GreedyAgent,1177,983,160.1877212524414
GreedyAgent,1058,1022,153.74374389648438
GreedyAgent,1356,714,120.39947509765625
GreedyAgent,363,1787,249.96137619018555
GreedyAgent,-800,2900,398.97847175598145
GreedyAgent,1180,900,190.3097629547119
GreedyAgent,1462,748,191.43390655517578
GreedyAgent,-2742,4822,603.1672954559326
GreedyAgent,-754,2854,358.04009437561035
GreedyAgent,1442,618,114.40420150756836
GreedyAgent,-2522,4632,564.1460418701172
GreedyAgent,796,1264,179.34632301330566
GreedyAgent,1415,615,108.97183418273926
GreedyAgent,1541,559,104.27737236022949
GreedyAgent,1024,1116,172.35207557678223
GreedyAgent,1437,703,118.92986297607422
GreedyAgent,353,1747,234.53664779663086
GreedyAgent,826,1224,176.46312713623047
GreedyAgent,1263,787,125.33998489379883
GreedyAgent,851,1249,181.87451362609863
GreedyAgent,165,1995,272.60518074035645
GreedyAgent,1207,903,142.72642135620117
GreedyAgent,200,1920,259.5357894897461
GreedyAgent,-974,3014,372.79248237609863
GreedyAgent,1224,816,128.32927703857422
